date,INTC stock,isPartial
2017-12-01,50,False
2017-12-02,16,False
2017-12-03,8,False
2017-12-04,50,False
2017-12-05,43,False
2017-12-06,71,False
2017-12-07,62,False
2017-12-08,43,False
2017-12-09,16,False
2017-12-10,4,False
2017-12-11,44,False
2017-12-12,34,False
2017-12-13,27,False
2017-12-14,45,False
2017-12-15,68,False
2017-12-16,20,False
2017-12-17,8,False
2017-12-18,65,False
2017-12-19,42,False
2017-12-20,57,False
2017-12-21,100,False
2017-12-22,81,False
2017-12-23,29,False
2017-12-24,18,False
2017-12-25,9,False
2017-12-26,46,False
2017-12-27,85,False
2017-12-28,59,False
2017-12-29,69,False
2017-12-30,20,False
2017-12-31,4,False
