date,TXN stock,isPartial
2015-02-01,0,False
2015-02-02,50,False
2015-02-03,33,False
2015-02-04,50,False
2015-02-05,38,False
2015-02-06,53,False
2015-02-07,30,False
2015-02-08,0,False
2015-02-09,25,False
2015-02-10,37,False
2015-02-11,38,False
2015-02-12,38,False
2015-02-13,80,False
2015-02-14,0,False
2015-02-15,30,False
2015-02-16,26,False
2015-02-17,35,False
2015-02-18,26,False
2015-02-19,52,False
2015-02-20,27,False
2015-02-21,30,False
2015-02-22,0,False
2015-02-23,100,False
2015-02-24,25,False
2015-02-25,26,False
2015-02-26,63,False
2015-02-27,39,False
2015-02-28,29,False
