date,HD stock,isPartial
2017-12-01,83,False
2017-12-02,40,False
2017-12-03,30,False
2017-12-04,60,False
2017-12-05,100,False
2017-12-06,90,False
2017-12-07,71,False
2017-12-08,68,False
2017-12-09,41,False
2017-12-10,42,False
2017-12-11,58,False
2017-12-12,60,False
2017-12-13,40,False
2017-12-14,65,False
2017-12-15,52,False
2017-12-16,48,False
2017-12-17,43,False
2017-12-18,73,False
2017-12-19,48,False
2017-12-20,89,False
2017-12-21,98,False
2017-12-22,89,False
2017-12-23,39,False
2017-12-24,34,False
2017-12-25,30,False
2017-12-26,56,False
2017-12-27,79,False
2017-12-28,86,False
2017-12-29,69,False
2017-12-30,38,False
2017-12-31,22,False
