date,MDLZ stock,isPartial
2017-04-01,40,False
2017-04-02,0,False
2017-04-03,0,False
2017-04-04,51,False
2017-04-05,0,False
2017-04-06,35,False
2017-04-07,35,False
2017-04-08,0,False
2017-04-09,80,False
2017-04-10,52,False
2017-04-11,35,False
2017-04-12,35,False
2017-04-13,36,False
2017-04-14,0,False
2017-04-15,0,False
2017-04-16,0,False
2017-04-17,36,False
2017-04-18,100,False
2017-04-19,34,False
2017-04-20,0,False
2017-04-21,72,False
2017-04-22,39,False
2017-04-23,0,False
2017-04-24,34,False
2017-04-25,68,False
2017-04-26,34,False
2017-04-27,0,False
2017-04-28,0,False
2017-04-29,40,False
2017-04-30,40,False
