date,INTC stock,isPartial
2017-10-01,2,False
2017-10-02,27,False
2017-10-03,44,False
2017-10-04,41,False
2017-10-05,20,False
2017-10-06,25,False
2017-10-07,7,False
2017-10-08,9,False
2017-10-09,30,False
2017-10-10,20,False
2017-10-11,25,False
2017-10-12,27,False
2017-10-13,27,False
2017-10-14,11,False
2017-10-15,6,False
2017-10-16,27,False
2017-10-17,29,False
2017-10-18,26,False
2017-10-19,32,False
2017-10-20,24,False
2017-10-21,6,False
2017-10-22,6,False
2017-10-23,38,False
2017-10-24,40,False
2017-10-25,25,False
2017-10-26,71,False
2017-10-27,100,False
2017-10-28,22,False
2017-10-29,7,False
2017-10-30,57,False
2017-10-31,70,False
