date,MCD stock,isPartial
2015-04-01,28,False
2015-04-02,35,False
2015-04-03,25,False
2015-04-04,14,False
2015-04-05,27,False
2015-04-06,29,False
2015-04-07,33,False
2015-04-08,39,False
2015-04-09,34,False
2015-04-10,41,False
2015-04-11,40,False
2015-04-12,13,False
2015-04-13,28,False
2015-04-14,44,False
2015-04-15,33,False
2015-04-16,66,False
2015-04-17,35,False
2015-04-18,13,False
2015-04-19,19,False
2015-04-20,38,False
2015-04-21,44,False
2015-04-22,100,False
2015-04-23,68,False
2015-04-24,40,False
2015-04-25,33,False
2015-04-26,0,False
2015-04-27,28,False
2015-04-28,55,False
2015-04-29,28,False
2015-04-30,68,False
