date,ATVI stock,isPartial
2015-02-01,18,False
2015-02-02,32,False
2015-02-03,31,False
2015-02-04,24,False
2015-02-05,16,False
2015-02-06,100,False
2015-02-07,19,False
2015-02-08,18,False
2015-02-09,39,False
2015-02-10,31,False
2015-02-11,24,False
2015-02-12,32,False
2015-02-13,33,False
2015-02-14,19,False
2015-02-15,0,False
2015-02-16,33,False
2015-02-17,41,False
2015-02-18,32,False
2015-02-19,24,False
2015-02-20,25,False
2015-02-21,0,False
2015-02-22,0,False
2015-02-23,31,False
2015-02-24,23,False
2015-02-25,16,False
2015-02-26,0,False
2015-02-27,16,False
2015-02-28,18,False
