date,SBUX stock,isPartial
2017-01-01,6,False
2017-01-02,11,False
2017-01-03,28,False
2017-01-04,35,False
2017-01-05,38,False
2017-01-06,52,False
2017-01-07,14,False
2017-01-08,11,False
2017-01-09,19,False
2017-01-10,29,False
2017-01-11,41,False
2017-01-12,22,False
2017-01-13,40,False
2017-01-14,6,False
2017-01-15,0,False
2017-01-16,15,False
2017-01-17,33,False
2017-01-18,26,False
2017-01-19,49,False
2017-01-20,34,False
2017-01-21,17,False
2017-01-22,11,False
2017-01-23,33,False
2017-01-24,48,False
2017-01-25,46,False
2017-01-26,79,False
2017-01-27,100,False
2017-01-28,25,False
2017-01-29,5,False
2017-01-30,40,False
2017-01-31,86,False
