date,AMZN stock,isPartial
2015-08-01,23,False
2015-08-02,13,False
2015-08-03,36,False
2015-08-04,38,False
2015-08-05,45,False
2015-08-06,56,False
2015-08-07,38,False
2015-08-08,15,False
2015-08-09,5,False
2015-08-10,42,False
2015-08-11,42,False
2015-08-12,41,False
2015-08-13,26,False
2015-08-14,35,False
2015-08-15,23,False
2015-08-16,17,False
2015-08-17,46,False
2015-08-18,38,False
2015-08-19,36,False
2015-08-20,57,False
2015-08-21,58,False
2015-08-22,30,False
2015-08-23,10,False
2015-08-24,93,False
2015-08-25,100,False
2015-08-26,74,False
2015-08-27,77,False
2015-08-28,56,False
2015-08-29,20,False
2015-08-30,15,False
2015-08-31,30,False
