date,HAS stock,isPartial
2018-02-01,68,False
2018-02-02,67,False
2018-02-03,44,False
2018-02-04,45,False
2018-02-05,74,False
2018-02-06,100,False
2018-02-07,89,False
2018-02-08,83,False
2018-02-09,67,False
2018-02-10,48,False
2018-02-11,61,False
2018-02-12,67,False
2018-02-13,59,False
2018-02-14,66,False
2018-02-15,75,False
2018-02-16,61,False
2018-02-17,41,False
2018-02-18,70,False
2018-02-19,70,False
2018-02-20,71,False
2018-02-21,71,False
2018-02-22,77,False
2018-02-23,53,False
2018-02-24,48,False
2018-02-25,62,False
2018-02-26,77,False
2018-02-27,68,False
2018-02-28,78,False
