date,SYMC stock,isPartial
2016-07-01,50,False
2016-07-02,0,False
2016-07-03,38,False
2016-07-04,0,False
2016-07-05,33,False
2016-07-06,0,False
2016-07-07,0,False
2016-07-08,35,False
2016-07-09,0,False
2016-07-10,0,False
2016-07-11,33,False
2016-07-12,82,False
2016-07-13,100,False
2016-07-14,81,False
2016-07-15,68,False
2016-07-16,58,False
2016-07-17,39,False
2016-07-18,33,False
2016-07-19,100,False
2016-07-20,33,False
2016-07-21,51,False
2016-07-22,35,False
2016-07-23,0,False
2016-07-24,0,False
2016-07-25,33,False
2016-07-26,33,False
2016-07-27,50,False
2016-07-28,33,False
2016-07-29,0,False
2016-07-30,39,False
2016-07-31,0,False
