date,GILD stock,isPartial
2016-06-01,79,False
2016-06-02,69,False
2016-06-03,52,False
2016-06-04,8,False
2016-06-05,16,False
2016-06-06,56,False
2016-06-07,70,False
2016-06-08,29,False
2016-06-09,41,False
2016-06-10,43,False
2016-06-11,11,False
2016-06-12,12,False
2016-06-13,40,False
2016-06-14,42,False
2016-06-15,52,False
2016-06-16,45,False
2016-06-17,52,False
2016-06-18,8,False
2016-06-19,16,False
2016-06-20,52,False
2016-06-21,52,False
2016-06-22,82,False
2016-06-23,56,False
2016-06-24,86,False
2016-06-25,19,False
2016-06-26,16,False
2016-06-27,66,False
2016-06-28,100,False
2016-06-29,79,False
2016-06-30,63,False
