date,FB stock,isPartial
2013-12-01,15,False
2013-12-02,41,False
2013-12-03,49,False
2013-12-04,51,False
2013-12-05,59,False
2013-12-06,50,False
2013-12-07,23,False
2013-12-08,14,False
2013-12-09,58,False
2013-12-10,64,False
2013-12-11,75,False
2013-12-12,91,False
2013-12-13,87,False
2013-12-14,33,False
2013-12-15,21,False
2013-12-16,71,False
2013-12-17,92,False
2013-12-18,87,False
2013-12-19,99,False
2013-12-20,86,False
2013-12-21,32,False
2013-12-22,17,False
2013-12-23,98,False
2013-12-24,100,False
2013-12-25,28,False
2013-12-26,86,False
2013-12-27,79,False
2013-12-28,39,False
2013-12-29,21,False
2013-12-30,79,False
2013-12-31,78,False
