date,CTSH stock,isPartial
2018-02-01,71,False
2018-02-02,28,False
2018-02-03,27,False
2018-02-04,27,False
2018-02-05,35,False
2018-02-06,70,False
2018-02-07,82,False
2018-02-08,59,False
2018-02-09,49,False
2018-02-10,27,False
2018-02-11,20,False
2018-02-12,83,False
2018-02-13,55,False
2018-02-14,91,False
2018-02-15,100,False
2018-02-16,86,False
2018-02-17,34,False
2018-02-18,34,False
2018-02-19,20,False
2018-02-20,62,False
2018-02-21,89,False
2018-02-22,51,False
2018-02-23,36,False
2018-02-24,20,False
2018-02-25,20,False
2018-02-26,31,False
2018-02-27,38,False
2018-02-28,63,False
