date,SYMC stock,isPartial
2016-06-01,21,False
2016-06-02,42,False
2016-06-03,44,False
2016-06-04,25,False
2016-06-05,0,False
2016-06-06,28,False
2016-06-07,21,False
2016-06-08,35,False
2016-06-09,21,False
2016-06-10,22,False
2016-06-11,0,False
2016-06-12,24,False
2016-06-13,48,False
2016-06-14,88,False
2016-06-15,55,False
2016-06-16,69,False
2016-06-17,87,False
2016-06-18,25,False
2016-06-19,24,False
2016-06-20,73,False
2016-06-21,97,False
2016-06-22,49,False
2016-06-23,100,False
2016-06-24,73,False
2016-06-25,50,False
2016-06-26,37,False
2016-06-27,41,False
2016-06-28,63,False
2016-06-29,42,False
2016-06-30,22,False
