date,WMT stock,isPartial
2017-08-01,35,False
2017-08-02,38,False
2017-08-03,46,False
2017-08-04,40,False
2017-08-05,14,False
2017-08-06,7,False
2017-08-07,46,False
2017-08-08,49,False
2017-08-09,33,False
2017-08-10,35,False
2017-08-11,32,False
2017-08-12,18,False
2017-08-13,4,False
2017-08-14,36,False
2017-08-15,38,False
2017-08-16,45,False
2017-08-17,100,False
2017-08-18,65,False
2017-08-19,10,False
2017-08-20,6,False
2017-08-21,44,False
2017-08-22,43,False
2017-08-23,38,False
2017-08-24,51,False
2017-08-25,42,False
2017-08-26,12,False
2017-08-27,12,False
2017-08-28,41,False
2017-08-29,33,False
2017-08-30,27,False
2017-08-31,33,False
