date,SBUX stock,isPartial
2019-01-01,17,False
2019-01-02,24,False
2019-01-03,22,False
2019-01-04,27,False
2019-01-05,9,False
2019-01-06,6,False
2019-01-07,24,False
2019-01-08,22,False
2019-01-09,29,False
2019-01-10,25,False
2019-01-11,40,False
2019-01-12,8,False
2019-01-13,4,False
2019-01-14,21,False
2019-01-15,30,False
2019-01-16,26,False
2019-01-17,29,False
2019-01-18,24,False
2019-01-19,10,False
2019-01-20,4,False
2019-01-21,11,False
2019-01-22,28,False
2019-01-23,33,False
2019-01-24,100,False
2019-01-25,74,False
2019-01-26,12,False
2019-01-27,13,False
2019-01-28,31,False
2019-01-29,26,False
2019-01-30,33,False
2019-01-31,32,False
