date,TSLA stock,isPartial
2014-07-01,85,False
2014-07-02,85,False
2014-07-03,76,False
2014-07-04,21,False
2014-07-05,13,False
2014-07-06,19,False
2014-07-07,68,False
2014-07-08,62,False
2014-07-09,54,False
2014-07-10,49,False
2014-07-11,40,False
2014-07-12,8,False
2014-07-13,6,False
2014-07-14,73,False
2014-07-15,61,False
2014-07-16,79,False
2014-07-17,56,False
2014-07-18,35,False
2014-07-19,9,False
2014-07-20,17,False
2014-07-21,45,False
2014-07-22,57,False
2014-07-23,48,False
2014-07-24,54,False
2014-07-25,68,False
2014-07-26,15,False
2014-07-27,15,False
2014-07-28,37,False
2014-07-29,49,False
2014-07-30,69,False
2014-07-31,100,False
