date,HD stock,isPartial
2016-09-01,65,False
2016-09-02,64,False
2016-09-03,45,False
2016-09-04,52,False
2016-09-05,49,False
2016-09-06,60,False
2016-09-07,88,False
2016-09-08,54,False
2016-09-09,59,False
2016-09-10,63,False
2016-09-11,47,False
2016-09-12,65,False
2016-09-13,73,False
2016-09-14,64,False
2016-09-15,54,False
2016-09-16,100,False
2016-09-17,40,False
2016-09-18,48,False
2016-09-19,67,False
2016-09-20,62,False
2016-09-21,48,False
2016-09-22,36,False
2016-09-23,53,False
2016-09-24,41,False
2016-09-25,34,False
2016-09-26,69,False
2016-09-27,37,False
2016-09-28,65,False
2016-09-29,56,False
2016-09-30,50,False
