date,BA stock,isPartial
2018-10-01,62,False
2018-10-02,61,False
2018-10-03,77,False
2018-10-04,55,False
2018-10-05,48,False
2018-10-06,18,False
2018-10-07,6,False
2018-10-08,52,False
2018-10-09,45,False
2018-10-10,52,False
2018-10-11,66,False
2018-10-12,69,False
2018-10-13,15,False
2018-10-14,11,False
2018-10-15,56,False
2018-10-16,51,False
2018-10-17,41,False
2018-10-18,39,False
2018-10-19,35,False
2018-10-20,9,False
2018-10-21,6,False
2018-10-22,35,False
2018-10-23,52,False
2018-10-24,100,False
2018-10-25,65,False
2018-10-26,55,False
2018-10-27,10,False
2018-10-28,6,False
2018-10-29,80,False
2018-10-30,78,False
2018-10-31,70,False
