date,BA stock,isPartial
2013-04-01,41,False
2013-04-02,51,False
2013-04-03,58,False
2013-04-04,32,False
2013-04-05,47,False
2013-04-06,35,False
2013-04-07,38,False
2013-04-08,57,False
2013-04-09,70,False
2013-04-10,64,False
2013-04-11,84,False
2013-04-12,51,False
2013-04-13,39,False
2013-04-14,23,False
2013-04-15,32,False
2013-04-16,58,False
2013-04-17,39,False
2013-04-18,33,False
2013-04-19,40,False
2013-04-20,70,False
2013-04-21,23,False
2013-04-22,58,False
2013-04-23,51,False
2013-04-24,98,False
2013-04-25,100,False
2013-04-26,61,False
2013-04-27,46,False
2013-04-28,47,False
2013-04-29,64,False
2013-04-30,59,False
