date,PEP stock,isPartial
2018-09-01,46,False
2018-09-02,23,False
2018-09-03,31,False
2018-09-04,60,False
2018-09-05,80,False
2018-09-06,73,False
2018-09-07,49,False
2018-09-08,34,False
2018-09-09,34,False
2018-09-10,86,False
2018-09-11,59,False
2018-09-12,40,False
2018-09-13,88,False
2018-09-14,35,False
2018-09-15,62,False
2018-09-16,30,False
2018-09-17,100,False
2018-09-18,66,False
2018-09-19,53,False
2018-09-20,67,False
2018-09-21,90,False
2018-09-22,31,False
2018-09-23,23,False
2018-09-24,53,False
2018-09-25,100,False
2018-09-26,66,False
2018-09-27,81,False
2018-09-28,55,False
2018-09-29,46,False
2018-09-30,34,False
