date,SIRI stock,isPartial
2013-10-01,44,False
2013-10-02,49,False
2013-10-03,84,False
2013-10-04,49,False
2013-10-05,18,False
2013-10-06,30,False
2013-10-07,47,False
2013-10-08,40,False
2013-10-09,51,False
2013-10-10,89,False
2013-10-11,47,False
2013-10-12,16,False
2013-10-13,19,False
2013-10-14,41,False
2013-10-15,43,False
2013-10-16,56,False
2013-10-17,59,False
2013-10-18,76,False
2013-10-19,28,False
2013-10-20,22,False
2013-10-21,61,False
2013-10-22,63,False
2013-10-23,84,False
2013-10-24,87,False
2013-10-25,100,False
2013-10-26,35,False
2013-10-27,7,False
2013-10-28,62,False
2013-10-29,90,False
2013-10-30,51,False
2013-10-31,48,False
