date,PEP stock,isPartial
2018-12-01,47,False
2018-12-02,20,False
2018-12-03,68,False
2018-12-04,68,False
2018-12-05,36,False
2018-12-06,60,False
2018-12-07,100,False
2018-12-08,24,False
2018-12-09,21,False
2018-12-10,69,False
2018-12-11,95,False
2018-12-12,63,False
2018-12-13,57,False
2018-12-14,69,False
2018-12-15,33,False
2018-12-16,16,False
2018-12-17,64,False
2018-12-18,60,False
2018-12-19,86,False
2018-12-20,92,False
2018-12-21,51,False
2018-12-22,27,False
2018-12-23,17,False
2018-12-24,66,False
2018-12-25,41,False
2018-12-26,56,False
2018-12-27,99,False
2018-12-28,66,False
2018-12-29,27,False
2018-12-30,24,False
2018-12-31,75,False
