date,CTSH stock,isPartial
2013-01-01,0,False
2013-01-02,47,False
2013-01-03,46,False
2013-01-04,47,False
2013-01-05,53,False
2013-01-06,0,False
2013-01-07,88,False
2013-01-08,88,False
2013-01-09,44,False
2013-01-10,88,False
2013-01-11,76,False
2013-01-12,52,False
2013-01-13,51,False
2013-01-14,43,False
2013-01-15,43,False
2013-01-16,43,False
2013-01-17,86,False
2013-01-18,44,False
2013-01-19,0,False
2013-01-20,100,False
2013-01-21,0,False
2013-01-22,85,False
2013-01-23,0,False
2013-01-24,44,False
2013-01-25,45,False
2013-01-26,51,False
2013-01-27,50,False
2013-01-28,42,False
2013-01-29,64,False
2013-01-30,0,False
2013-01-31,0,False
