date,HAS stock,isPartial
2019-01-01,36,False
2019-01-02,56,False
2019-01-03,70,False
2019-01-04,67,False
2019-01-05,48,False
2019-01-06,44,False
2019-01-07,56,False
2019-01-08,71,False
2019-01-09,84,False
2019-01-10,62,False
2019-01-11,81,False
2019-01-12,55,False
2019-01-13,50,False
2019-01-14,86,False
2019-01-15,90,False
2019-01-16,69,False
2019-01-17,86,False
2019-01-18,86,False
2019-01-19,56,False
2019-01-20,54,False
2019-01-21,69,False
2019-01-22,86,False
2019-01-23,100,False
2019-01-24,92,False
2019-01-25,92,False
2019-01-26,50,False
2019-01-27,63,False
2019-01-28,100,False
2019-01-29,95,False
2019-01-30,85,False
2019-01-31,82,False
