date,ODP stock,isPartial
2017-06-01,27,False
2017-06-02,100,False
2017-06-03,31,False
2017-06-04,0,False
2017-06-05,80,False
2017-06-06,39,False
2017-06-07,26,False
2017-06-08,52,False
2017-06-09,28,False
2017-06-10,32,False
2017-06-11,32,False
2017-06-12,26,False
2017-06-13,26,False
2017-06-14,40,False
2017-06-15,27,False
2017-06-16,28,False
2017-06-17,0,False
2017-06-18,0,False
2017-06-19,26,False
2017-06-20,51,False
2017-06-21,39,False
2017-06-22,34,False
2017-06-23,81,False
2017-06-24,0,False
2017-06-25,0,False
2017-06-26,27,False
2017-06-27,27,False
2017-06-28,0,False
2017-06-29,41,False
2017-06-30,28,False
