date,MAT stock,isPartial
2013-04-01,0,False
2013-04-02,32,False
2013-04-03,32,False
2013-04-04,32,False
2013-04-05,100,False
2013-04-06,0,False
2013-04-07,38,False
2013-04-08,63,False
2013-04-09,32,False
2013-04-10,32,False
2013-04-11,32,False
2013-04-12,34,False
2013-04-13,39,False
2013-04-14,39,False
2013-04-15,64,False
2013-04-16,80,False
2013-04-17,75,False
2013-04-18,43,False
2013-04-19,66,False
2013-04-20,39,False
2013-04-21,0,False
2013-04-22,64,False
2013-04-23,32,False
2013-04-24,32,False
2013-04-25,50,False
2013-04-26,33,False
2013-04-27,77,False
2013-04-28,0,False
2013-04-29,0,False
2013-04-30,0,False
