date,MAT stock,isPartial
2014-09-01,34,False
2014-09-02,50,False
2014-09-03,100,False
2014-09-04,51,False
2014-09-05,70,False
2014-09-06,81,False
2014-09-07,40,False
2014-09-08,33,False
2014-09-09,65,False
2014-09-10,0,False
2014-09-11,67,False
2014-09-12,35,False
2014-09-13,40,False
2014-09-14,39,False
2014-09-15,50,False
2014-09-16,66,False
2014-09-17,34,False
2014-09-18,34,False
2014-09-19,35,False
2014-09-20,60,False
2014-09-21,77,False
2014-09-22,55,False
2014-09-23,55,False
2014-09-24,44,False
2014-09-25,50,False
2014-09-26,70,False
2014-09-27,0,False
2014-09-28,53,False
2014-09-29,49,False
2014-09-30,49,False
