date,HD stock,isPartial
2017-11-01,58,False
2017-11-02,57,False
2017-11-03,51,False
2017-11-04,30,False
2017-11-05,29,False
2017-11-06,47,False
2017-11-07,38,False
2017-11-08,36,False
2017-11-09,42,False
2017-11-10,38,False
2017-11-11,25,False
2017-11-12,22,False
2017-11-13,48,False
2017-11-14,100,False
2017-11-15,57,False
2017-11-16,57,False
2017-11-17,47,False
2017-11-18,18,False
2017-11-19,26,False
2017-11-20,56,False
2017-11-21,64,False
2017-11-22,60,False
2017-11-23,29,False
2017-11-24,36,False
2017-11-25,31,False
2017-11-26,27,False
2017-11-27,48,False
2017-11-28,55,False
2017-11-29,45,False
2017-11-30,73,False
