date,INTC stock,isPartial
2014-01-01,29,False
2014-01-02,29,False
2014-01-03,24,False
2014-01-04,20,False
2014-01-05,7,False
2014-01-06,6,False
2014-01-07,11,False
2014-01-08,28,False
2014-01-09,28,False
2014-01-10,29,False
2014-01-11,19,False
2014-01-12,19,False
2014-01-13,21,False
2014-01-14,43,False
2014-01-15,44,False
2014-01-16,100,False
2014-01-17,51,False
2014-01-18,13,False
2014-01-19,19,False
2014-01-20,11,False
2014-01-21,32,False
2014-01-22,27,False
2014-01-23,5,False
2014-01-24,23,False
2014-01-25,0,False
2014-01-26,6,False
2014-01-27,43,False
2014-01-28,37,False
2014-01-29,22,False
2014-01-30,22,False
2014-01-31,17,False
