date,MRVL stock,isPartial
2016-12-01,70,False
2016-12-02,48,False
2016-12-03,0,False
2016-12-04,0,False
2016-12-05,63,False
2016-12-06,44,False
2016-12-07,45,False
2016-12-08,94,False
2016-12-09,49,False
2016-12-10,54,False
2016-12-11,0,False
2016-12-12,68,False
2016-12-13,45,False
2016-12-14,92,False
2016-12-15,0,False
2016-12-16,50,False
2016-12-17,0,False
2016-12-18,0,False
2016-12-19,96,False
2016-12-20,49,False
2016-12-21,49,False
2016-12-22,50,False
2016-12-23,0,False
2016-12-24,59,False
2016-12-25,0,False
2016-12-26,0,False
2016-12-27,99,False
2016-12-28,49,False
2016-12-29,100,False
2016-12-30,0,False
2016-12-31,0,False
