date,SYMC stock,isPartial
2018-05-01,3,False
2018-05-02,7,False
2018-05-03,4,False
2018-05-04,4,False
2018-05-05,5,False
2018-05-06,3,False
2018-05-07,6,False
2018-05-08,4,False
2018-05-09,6,False
2018-05-10,12,False
2018-05-11,100,False
2018-05-12,22,False
2018-05-13,10,False
2018-05-14,73,False
2018-05-15,42,False
2018-05-16,33,False
2018-05-17,16,False
2018-05-18,20,False
2018-05-19,9,False
2018-05-20,4,False
2018-05-21,17,False
2018-05-22,13,False
2018-05-23,11,False
2018-05-24,10,False
2018-05-25,11,False
2018-05-26,3,False
2018-05-27,5,False
2018-05-28,5,False
2018-05-29,8,False
2018-05-30,12,False
2018-05-31,11,False
