date,EXPE stock,isPartial
2017-03-01,49,False
2017-03-02,25,False
2017-03-03,78,False
2017-03-04,43,False
2017-03-05,0,False
2017-03-06,49,False
2017-03-07,48,False
2017-03-08,100,False
2017-03-09,25,False
2017-03-10,26,False
2017-03-11,29,False
2017-03-12,0,False
2017-03-13,71,False
2017-03-14,63,False
2017-03-15,25,False
2017-03-16,52,False
2017-03-17,27,False
2017-03-18,58,False
2017-03-19,29,False
2017-03-20,38,False
2017-03-21,0,False
2017-03-22,38,False
2017-03-23,26,False
2017-03-24,26,False
2017-03-25,0,False
2017-03-26,0,False
2017-03-27,50,False
2017-03-28,76,False
2017-03-29,51,False
2017-03-30,26,False
2017-03-31,27,False
