date,COST stock,isPartial
2017-05-01,100,False
2017-05-02,85,False
2017-05-03,81,False
2017-05-04,91,False
2017-05-05,69,False
2017-05-06,44,False
2017-05-07,50,False
2017-05-08,98,False
2017-05-09,84,False
2017-05-10,79,False
2017-05-11,68,False
2017-05-12,55,False
2017-05-13,48,False
2017-05-14,51,False
2017-05-15,58,False
2017-05-16,75,False
2017-05-17,60,False
2017-05-18,63,False
2017-05-19,49,False
2017-05-20,31,False
2017-05-21,35,False
2017-05-22,44,False
2017-05-23,57,False
2017-05-24,60,False
2017-05-25,61,False
2017-05-26,62,False
2017-05-27,43,False
2017-05-28,33,False
2017-05-29,46,False
2017-05-30,57,False
2017-05-31,56,False
