date,SBUX stock,isPartial
2012-10-01,90,False
2012-10-02,30,False
2012-10-03,51,False
2012-10-04,30,False
2012-10-05,62,False
2012-10-06,36,False
2012-10-07,35,False
2012-10-08,44,False
2012-10-09,87,False
2012-10-10,78,False
2012-10-11,59,False
2012-10-12,47,False
2012-10-13,36,False
2012-10-14,34,False
2012-10-15,44,False
2012-10-16,43,False
2012-10-17,43,False
2012-10-18,49,False
2012-10-19,0,False
2012-10-20,35,False
2012-10-21,35,False
2012-10-22,100,False
2012-10-23,71,False
2012-10-24,48,False
2012-10-25,59,False
2012-10-26,62,False
2012-10-27,0,False
2012-10-28,0,False
2012-10-29,42,False
2012-10-30,42,False
2012-10-31,59,False
