date,EA stock,isPartial
2016-10-01,13,False
2016-10-02,26,False
2016-10-03,89,False
2016-10-04,50,False
2016-10-05,31,False
2016-10-06,67,False
2016-10-07,40,False
2016-10-08,34,False
2016-10-09,0,False
2016-10-10,24,False
2016-10-11,79,False
2016-10-12,64,False
2016-10-13,59,False
2016-10-14,78,False
2016-10-15,27,False
2016-10-16,13,False
2016-10-17,74,False
2016-10-18,62,False
2016-10-19,100,False
2016-10-20,55,False
2016-10-21,77,False
2016-10-22,27,False
2016-10-23,20,False
2016-10-24,54,False
2016-10-25,69,False
2016-10-26,62,False
2016-10-27,55,False
2016-10-28,91,False
2016-10-29,27,False
2016-10-30,40,False
2016-10-31,68,False
