,date,KO,isPartial
16,2014-05-17,55.459999999999994,False
17,2014-05-18,57.82,False
18,2014-05-19,48.97,False
19,2014-05-20,51.33,False
20,2014-05-21,51.919999999999995,False
21,2014-05-22,49.559999999999995,False
22,2014-05-23,53.099999999999994,False
23,2014-05-24,58.41,False
24,2014-05-25,54.87,False
25,2014-05-26,49.559999999999995,False
26,2014-05-27,48.379999999999995,False
27,2014-05-28,47.79,False
28,2014-05-29,50.739999999999995,False
29,2014-05-30,50.739999999999995,False
30,2014-05-31,59.0,False
0,2014-06-01,57.23,False
1,2014-06-02,47.199999999999996,False
2,2014-06-03,47.79,False
3,2014-06-04,47.199999999999996,False
4,2014-06-05,48.97,False
5,2014-06-06,50.15,False
6,2014-06-07,59.0,False
7,2014-06-08,57.23,False
8,2014-06-09,47.199999999999996,False
9,2014-06-10,47.79,False
10,2014-06-11,48.97,False
11,2014-06-12,50.15,False
12,2014-06-13,49.559999999999995,False
13,2014-06-14,56.05,False
14,2014-06-15,53.099999999999994,False
15,2014-06-16,45.43,False
16,2014-06-17,48.379999999999995,False
17,2014-06-18,48.97,False
18,2014-06-19,50.15,False
19,2014-06-20,51.33,False
20,2014-06-21,57.23,False
21,2014-06-22,54.87,False
22,2014-06-23,48.379999999999995,False
23,2014-06-24,48.97,False
24,2014-06-25,48.97,False
25,2014-06-26,51.33,False
26,2014-06-27,51.33,False
27,2014-06-28,57.82,False
28,2014-06-29,53.099999999999994,False
29,2014-06-30,46.019999999999996,False
0,2014-07-01,46.61,False
1,2014-07-02,47.79,False
2,2014-07-03,48.97,False
3,2014-07-04,51.919999999999995,False
4,2014-07-05,56.05,False
5,2014-07-06,57.82,False
6,2014-07-07,48.379999999999995,False
7,2014-07-08,47.79,False
8,2014-07-09,48.97,False
9,2014-07-10,50.739999999999995,False
10,2014-07-11,50.15,False
11,2014-07-12,56.05,False
12,2014-07-13,56.05,False
13,2014-07-14,47.199999999999996,False
14,2014-07-15,50.15,False
15,2014-07-16,48.97,False
16,2014-07-17,50.739999999999995,False
17,2014-07-18,50.739999999999995,False
18,2014-07-19,57.23,False
19,2014-07-20,56.05,False
20,2014-07-21,48.97,False
21,2014-07-22,50.739999999999995,False
22,2014-07-23,50.739999999999995,False
23,2014-07-24,50.739999999999995,False
24,2014-07-25,50.15,False
25,2014-07-26,59.0,False
26,2014-07-27,54.279999999999994,False
27,2014-07-28,47.199999999999996,False
28,2014-07-29,51.33,False
29,2014-07-30,50.15,False
30,2014-07-31,52.51,False
0,2014-08-01,53.32,False
1,2014-08-02,60.14,False
2,2014-08-03,60.14,False
3,2014-08-04,50.839999999999996,False
4,2014-08-05,51.46,False
5,2014-08-06,50.839999999999996,False
6,2014-08-07,52.7,False
7,2014-08-08,51.46,False
8,2014-08-09,62.0,False
9,2014-08-10,57.04,False
10,2014-08-11,48.98,False
11,2014-08-12,52.08,False
12,2014-08-13,50.839999999999996,False
13,2014-08-14,53.94,False
14,2014-08-15,55.18,False
15,2014-08-16,58.9,False
16,2014-08-17,60.76,False
17,2014-08-18,53.32,False
18,2014-08-19,55.18,False
19,2014-08-20,50.22,False
20,2014-08-21,53.94,False
21,2014-08-22,54.56,False
22,2014-08-23,61.38,False
23,2014-08-24,58.9,False
24,2014-08-25,52.7,False
25,2014-08-26,52.08,False
26,2014-08-27,48.98,False
27,2014-08-28,51.46,False
28,2014-08-29,52.7,False
29,2014-08-30,57.04,False
30,2014-08-31,60.76,False
0,2014-09-01,46.98,False
1,2014-09-02,46.4,False
2,2014-09-03,47.559999999999995,False
3,2014-09-04,48.13999999999999,False
4,2014-09-05,48.72,False
5,2014-09-06,55.099999999999994,False
6,2014-09-07,53.94,False
7,2014-09-08,45.82,False
8,2014-09-09,46.4,False
9,2014-09-10,45.82,False
10,2014-09-11,48.72,False
11,2014-09-12,50.459999999999994,False
12,2014-09-13,57.419999999999995,False
13,2014-09-14,54.519999999999996,False
14,2014-09-15,49.879999999999995,False
15,2014-09-16,49.879999999999995,False
16,2014-09-17,48.72,False
17,2014-09-18,46.98,False
18,2014-09-19,49.879999999999995,False
19,2014-09-20,57.99999999999999,False
20,2014-09-21,53.94,False
21,2014-09-22,45.82,False
22,2014-09-23,46.98,False
23,2014-09-24,47.559999999999995,False
24,2014-09-25,47.559999999999995,False
25,2014-09-26,48.72,False
26,2014-09-27,54.519999999999996,False
27,2014-09-28,52.199999999999996,False
28,2014-09-29,46.98,False
29,2014-09-30,46.4,False
0,2014-10-01,48.97,False
1,2014-10-02,49.559999999999995,False
2,2014-10-03,50.739999999999995,False
3,2014-10-04,57.82,False
4,2014-10-05,56.05,False
5,2014-10-06,48.379999999999995,False
6,2014-10-07,49.559999999999995,False
7,2014-10-08,50.739999999999995,False
8,2014-10-09,50.15,False
9,2014-10-10,50.15,False
10,2014-10-11,56.05,False
11,2014-10-12,56.05,False
12,2014-10-13,48.97,False
13,2014-10-14,48.97,False
14,2014-10-15,51.919999999999995,False
15,2014-10-16,53.69,False
16,2014-10-17,56.64,False
17,2014-10-18,59.0,False
18,2014-10-19,54.279999999999994,False
19,2014-10-20,48.379999999999995,False
20,2014-10-21,50.15,False
21,2014-10-22,48.97,False
22,2014-10-23,46.019999999999996,False
23,2014-10-24,50.15,False
24,2014-10-25,57.23,False
25,2014-10-26,54.87,False
26,2014-10-27,47.79,False
27,2014-10-28,50.15,False
28,2014-10-29,47.79,False
29,2014-10-30,50.15,False
30,2014-10-31,51.919999999999995,False
0,2014-11-01,60.14,False
1,2014-11-02,55.18,False
2,2014-11-03,50.22,False
3,2014-11-04,52.08,False
4,2014-11-05,51.46,False
5,2014-11-06,51.46,False
6,2014-11-07,53.32,False
7,2014-11-08,58.9,False
8,2014-11-09,57.66,False
9,2014-11-10,50.22,False
10,2014-11-11,50.839999999999996,False
11,2014-11-12,50.839999999999996,False
12,2014-11-13,51.46,False
13,2014-11-14,51.46,False
14,2014-11-15,62.0,False
15,2014-11-16,57.66,False
16,2014-11-17,52.08,False
17,2014-11-18,50.22,False
18,2014-11-19,52.08,False
19,2014-11-20,52.7,False
20,2014-11-21,53.94,False
21,2014-11-22,59.519999999999996,False
22,2014-11-23,56.42,False
23,2014-11-24,53.32,False
24,2014-11-25,49.6,False
25,2014-11-26,50.22,False
26,2014-11-27,50.839999999999996,False
27,2014-11-28,52.08,False
28,2014-11-29,58.9,False
29,2014-11-30,57.66,False
0,2014-12-01,47.58,False
1,2014-12-02,51.24,False
2,2014-12-03,51.24,False
3,2014-12-04,50.629999999999995,False
4,2014-12-05,51.24,False
5,2014-12-06,57.949999999999996,False
6,2014-12-07,58.56,False
7,2014-12-08,51.85,False
8,2014-12-09,51.85,False
9,2014-12-10,50.629999999999995,False
10,2014-12-11,49.41,False
11,2014-12-12,50.629999999999995,False
12,2014-12-13,61.0,False
13,2014-12-14,55.51,False
14,2014-12-15,48.19,False
15,2014-12-16,48.8,False
16,2014-12-17,48.8,False
17,2014-12-18,46.97,False
18,2014-12-19,51.85,False
19,2014-12-20,61.0,False
20,2014-12-21,59.17,False
21,2014-12-22,51.85,False
22,2014-12-23,53.68,False
23,2014-12-24,57.949999999999996,False
24,2014-12-25,61.0,False
25,2014-12-26,57.339999999999996,False
26,2014-12-27,56.12,False
27,2014-12-28,57.339999999999996,False
28,2014-12-29,51.85,False
29,2014-12-30,51.24,False
30,2014-12-31,55.51,False
0,2015-01-01,56.839999999999996,False
1,2015-01-02,52.779999999999994,False
2,2015-01-03,57.419999999999995,False
3,2015-01-04,53.94,False
4,2015-01-05,46.98,False
5,2015-01-06,49.3,False
6,2015-01-07,46.98,False
7,2015-01-08,49.3,False
8,2015-01-09,48.72,False
9,2015-01-10,55.67999999999999,False
10,2015-01-11,52.779999999999994,False
11,2015-01-12,47.559999999999995,False
12,2015-01-13,47.559999999999995,False
13,2015-01-14,47.559999999999995,False
14,2015-01-15,46.98,False
15,2015-01-16,46.98,False
16,2015-01-17,56.26,False
17,2015-01-18,53.36,False
18,2015-01-19,47.559999999999995,False
19,2015-01-20,48.13999999999999,False
20,2015-01-21,46.98,False
21,2015-01-22,51.04,False
22,2015-01-23,49.3,False
23,2015-01-24,55.099999999999994,False
24,2015-01-25,53.94,False
25,2015-01-26,46.4,False
26,2015-01-27,48.72,False
27,2015-01-28,48.72,False
28,2015-01-29,47.559999999999995,False
29,2015-01-30,46.98,False
30,2015-01-31,57.99999999999999,False
0,2015-02-01,56.64,False
1,2015-02-02,47.199999999999996,False
2,2015-02-03,50.739999999999995,False
3,2015-02-04,47.79,False
4,2015-02-05,48.379999999999995,False
5,2015-02-06,50.15,False
6,2015-02-07,55.459999999999994,False
7,2015-02-08,56.05,False
8,2015-02-09,48.379999999999995,False
9,2015-02-10,48.97,False
10,2015-02-11,49.559999999999995,False
11,2015-02-12,49.559999999999995,False
12,2015-02-13,50.15,False
13,2015-02-14,55.459999999999994,False
14,2015-02-15,54.279999999999994,False
15,2015-02-16,50.739999999999995,False
16,2015-02-17,53.099999999999994,False
17,2015-02-18,48.97,False
18,2015-02-19,49.559999999999995,False
19,2015-02-20,50.15,False
20,2015-02-21,56.64,False
21,2015-02-22,57.82,False
22,2015-02-23,47.79,False
23,2015-02-24,49.559999999999995,False
24,2015-02-25,50.739999999999995,False
25,2015-02-26,50.739999999999995,False
26,2015-02-27,51.919999999999995,False
27,2015-02-28,59.0,False
0,2015-03-01,54.519999999999996,False
1,2015-03-02,46.4,False
2,2015-03-03,46.4,False
3,2015-03-04,46.4,False
4,2015-03-05,46.98,False
5,2015-03-06,46.98,False
6,2015-03-07,55.099999999999994,False
7,2015-03-08,53.36,False
8,2015-03-09,43.5,False
9,2015-03-10,45.239999999999995,False
10,2015-03-11,47.559999999999995,False
11,2015-03-12,48.13999999999999,False
12,2015-03-13,49.3,False
13,2015-03-14,53.36,False
14,2015-03-15,56.26,False
15,2015-03-16,49.879999999999995,False
16,2015-03-17,46.98,False
17,2015-03-18,46.4,False
18,2015-03-19,46.98,False
19,2015-03-20,48.13999999999999,False
20,2015-03-21,53.36,False
21,2015-03-22,53.36,False
22,2015-03-23,46.4,False
23,2015-03-24,46.4,False
24,2015-03-25,44.08,False
25,2015-03-26,44.66,False
26,2015-03-27,49.3,False
27,2015-03-28,57.99999999999999,False
28,2015-03-29,55.099999999999994,False
29,2015-03-30,46.98,False
30,2015-03-31,46.4,False
0,2015-04-01,48.6,False
1,2015-04-02,50.4,False
2,2015-04-03,55.8,False
3,2015-04-04,60.0,False
4,2015-04-05,58.199999999999996,False
5,2015-04-06,48.6,False
6,2015-04-07,49.8,False
7,2015-04-08,48.0,False
8,2015-04-09,49.199999999999996,False
9,2015-04-10,50.4,False
10,2015-04-11,58.199999999999996,False
11,2015-04-12,55.199999999999996,False
12,2015-04-13,48.6,False
13,2015-04-14,51.0,False
14,2015-04-15,49.199999999999996,False
15,2015-04-16,49.199999999999996,False
16,2015-04-17,49.8,False
17,2015-04-18,58.8,False
18,2015-04-19,54.0,False
19,2015-04-20,48.0,False
20,2015-04-21,46.8,False
21,2015-04-22,46.199999999999996,False
22,2015-04-23,49.8,False
23,2015-04-24,50.4,False
24,2015-04-25,53.4,False
25,2015-04-26,52.8,False
26,2015-04-27,48.0,False
27,2015-04-28,46.199999999999996,False
28,2015-04-29,49.199999999999996,False
29,2015-04-30,46.8,False
0,2015-05-01,53.69,False
1,2015-05-02,56.64,False
2,2015-05-03,59.0,False
3,2015-05-04,48.379999999999995,False
4,2015-05-05,46.019999999999996,False
5,2015-05-06,46.61,False
6,2015-05-07,47.199999999999996,False
7,2015-05-08,50.15,False
8,2015-05-09,57.23,False
9,2015-05-10,54.87,False
10,2015-05-11,48.379999999999995,False
11,2015-05-12,47.79,False
12,2015-05-13,47.199999999999996,False
13,2015-05-14,48.97,False
14,2015-05-15,50.739999999999995,False
15,2015-05-16,56.05,False
16,2015-05-17,56.05,False
17,2015-05-18,47.199999999999996,False
18,2015-05-19,46.61,False
19,2015-05-20,47.199999999999996,False
20,2015-05-21,47.79,False
21,2015-05-22,48.97,False
22,2015-05-23,57.82,False
23,2015-05-24,54.87,False
24,2015-05-25,48.379999999999995,False
25,2015-05-26,46.019999999999996,False
26,2015-05-27,48.379999999999995,False
27,2015-05-28,47.79,False
28,2015-05-29,50.15,False
29,2015-05-30,56.05,False
30,2015-05-31,54.87,False
0,2015-06-01,46.98,False
1,2015-06-02,44.08,False
2,2015-06-03,46.98,False
3,2015-06-04,49.3,False
4,2015-06-05,49.3,False
5,2015-06-06,55.67999999999999,False
6,2015-06-07,53.94,False
7,2015-06-08,46.4,False
8,2015-06-09,45.239999999999995,False
9,2015-06-10,45.82,False
10,2015-06-11,46.98,False
11,2015-06-12,49.3,False
12,2015-06-13,57.99999999999999,False
13,2015-06-14,54.519999999999996,False
14,2015-06-15,44.66,False
15,2015-06-16,45.82,False
16,2015-06-17,46.98,False
17,2015-06-18,44.66,False
18,2015-06-19,45.82,False
19,2015-06-20,52.199999999999996,False
20,2015-06-21,52.199999999999996,False
21,2015-06-22,42.919999999999995,False
22,2015-06-23,43.5,False
23,2015-06-24,44.08,False
24,2015-06-25,45.82,False
25,2015-06-26,46.98,False
26,2015-06-27,54.519999999999996,False
27,2015-06-28,55.67999999999999,False
28,2015-06-29,46.98,False
29,2015-06-30,45.82,False
0,2015-07-01,44.02,False
1,2015-07-02,44.64,False
2,2015-07-03,47.12,False
3,2015-07-04,53.32,False
4,2015-07-05,55.8,False
5,2015-07-06,44.02,False
6,2015-07-07,44.02,False
7,2015-07-08,44.64,False
8,2015-07-09,47.12,False
9,2015-07-10,47.12,False
10,2015-07-11,56.42,False
11,2015-07-12,56.42,False
12,2015-07-13,48.98,False
13,2015-07-14,47.12,False
14,2015-07-15,48.98,False
15,2015-07-16,52.08,False
16,2015-07-17,52.7,False
17,2015-07-18,60.76,False
18,2015-07-19,62.0,False
19,2015-07-20,50.839999999999996,False
20,2015-07-21,49.6,False
21,2015-07-22,49.6,False
22,2015-07-23,50.839999999999996,False
23,2015-07-24,52.7,False
24,2015-07-25,60.76,False
25,2015-07-26,60.14,False
26,2015-07-27,48.98,False
27,2015-07-28,50.22,False
28,2015-07-29,50.839999999999996,False
29,2015-07-30,50.839999999999996,False
30,2015-07-31,51.46,False
0,2015-08-01,56.32,False
1,2015-08-02,64.0,False
2,2015-08-03,48.64,False
3,2015-08-04,46.72,False
4,2015-08-05,46.08,False
5,2015-08-06,47.36,False
6,2015-08-07,48.0,False
7,2015-08-08,55.04,False
8,2015-08-09,55.04,False
9,2015-08-10,46.72,False
10,2015-08-11,47.36,False
11,2015-08-12,48.0,False
12,2015-08-13,46.72,False
13,2015-08-14,47.36,False
14,2015-08-15,55.68,False
15,2015-08-16,56.32,False
16,2015-08-17,47.36,False
17,2015-08-18,44.800000000000004,False
18,2015-08-19,46.08,False
19,2015-08-20,48.64,False
20,2015-08-21,48.0,False
21,2015-08-22,54.4,False
22,2015-08-23,53.76,False
23,2015-08-24,47.36,False
24,2015-08-25,46.72,False
25,2015-08-26,45.44,False
26,2015-08-27,44.160000000000004,False
27,2015-08-28,46.72,False
28,2015-08-29,53.120000000000005,False
29,2015-08-30,51.2,False
30,2015-08-31,42.24,False
0,2015-09-01,38.940000000000005,False
1,2015-09-02,37.620000000000005,False
2,2015-09-03,41.580000000000005,False
3,2015-09-04,41.580000000000005,False
4,2015-09-05,46.2,False
5,2015-09-06,50.82,False
6,2015-09-07,42.24,False
7,2015-09-08,37.620000000000005,False
8,2015-09-09,37.620000000000005,False
9,2015-09-10,40.260000000000005,False
10,2015-09-11,42.9,False
11,2015-09-12,46.2,False
12,2015-09-13,49.5,False
13,2015-09-14,40.260000000000005,False
14,2015-09-15,39.6,False
15,2015-09-16,39.6,False
16,2015-09-17,40.260000000000005,False
17,2015-09-18,40.260000000000005,False
18,2015-09-19,48.84,False
19,2015-09-20,52.14,False
20,2015-09-21,40.260000000000005,False
21,2015-09-22,41.580000000000005,False
22,2015-09-23,40.260000000000005,False
23,2015-09-24,43.56,False
24,2015-09-25,56.1,False
25,2015-09-26,66.0,False
26,2015-09-27,63.36,False
27,2015-09-28,48.18,False
28,2015-09-29,46.2,False
29,2015-09-30,45.54,False
0,2015-10-01,54.18,False
1,2015-10-02,57.96,False
2,2015-10-03,63.0,False
3,2015-10-04,61.11,False
4,2015-10-05,50.4,False
5,2015-10-06,49.77,False
6,2015-10-07,49.14,False
7,2015-10-08,51.03,False
8,2015-10-09,50.4,False
9,2015-10-10,57.33,False
10,2015-10-11,56.07,False
11,2015-10-12,48.51,False
12,2015-10-13,45.36,False
13,2015-10-14,46.62,False
14,2015-10-15,47.25,False
15,2015-10-16,47.25,False
16,2015-10-17,54.18,False
17,2015-10-18,54.81,False
18,2015-10-19,45.99,False
19,2015-10-20,44.1,False
20,2015-10-21,47.25,False
21,2015-10-22,45.99,False
22,2015-10-23,49.14,False
23,2015-10-24,52.92,False
24,2015-10-25,53.55,False
25,2015-10-26,41.58,False
26,2015-10-27,45.99,False
27,2015-10-28,44.1,False
28,2015-10-29,46.62,False
29,2015-10-30,47.25,False
30,2015-10-31,50.4,False
0,2015-11-01,46.61,False
1,2015-11-02,39.53,False
2,2015-11-03,40.71,False
3,2015-11-04,40.12,False
4,2015-11-05,38.94,False
5,2015-11-06,40.12,False
6,2015-11-07,45.43,False
7,2015-11-08,43.66,False
8,2015-11-09,38.35,False
9,2015-11-10,40.71,False
10,2015-11-11,38.35,False
11,2015-11-12,41.89,False
12,2015-11-13,40.71,False
13,2015-11-14,44.839999999999996,False
14,2015-11-15,59.0,False
15,2015-11-16,44.25,False
16,2015-11-17,44.25,False
17,2015-11-18,40.71,False
18,2015-11-19,41.3,False
19,2015-11-20,43.07,False
20,2015-11-21,46.019999999999996,False
21,2015-11-22,48.379999999999995,False
22,2015-11-23,39.53,False
23,2015-11-24,41.89,False
24,2015-11-25,42.48,False
25,2015-11-26,43.66,False
26,2015-11-27,42.48,False
27,2015-11-28,46.019999999999996,False
28,2015-11-29,48.379999999999995,False
29,2015-11-30,39.53,False
0,2015-12-01,48.1,False
1,2015-12-02,46.15,False
2,2015-12-03,46.800000000000004,False
3,2015-12-04,50.050000000000004,False
4,2015-12-05,55.25,False
5,2015-12-06,54.6,False
6,2015-12-07,46.800000000000004,False
7,2015-12-08,48.75,False
8,2015-12-09,46.800000000000004,False
9,2015-12-10,48.1,False
10,2015-12-11,48.75,False
11,2015-12-12,54.6,False
12,2015-12-13,61.1,False
13,2015-12-14,53.95,False
14,2015-12-15,57.85,False
15,2015-12-16,65.0,False
16,2015-12-17,56.550000000000004,False
17,2015-12-18,55.9,False
18,2015-12-19,58.5,False
19,2015-12-20,57.85,False
20,2015-12-21,50.7,False
21,2015-12-22,50.050000000000004,False
22,2015-12-23,51.35,False
23,2015-12-24,55.25,False
24,2015-12-25,59.15,False
25,2015-12-26,55.9,False
26,2015-12-27,55.25,False
27,2015-12-28,51.35,False
28,2015-12-29,51.35,False
29,2015-12-30,52.65,False
30,2015-12-31,57.2,False
0,2016-01-01,62.72,False
1,2016-01-02,63.36,False
2,2016-01-03,60.800000000000004,False
3,2016-01-04,53.76,False
4,2016-01-05,55.04,False
5,2016-01-06,53.76,False
6,2016-01-07,55.04,False
7,2016-01-08,56.96,False
8,2016-01-09,61.44,False
9,2016-01-10,61.44,False
10,2016-01-11,52.480000000000004,False
11,2016-01-12,51.84,False
12,2016-01-13,55.04,False
13,2016-01-14,54.4,False
14,2016-01-15,56.96,False
15,2016-01-16,64.0,False
16,2016-01-17,59.52,False
17,2016-01-18,52.480000000000004,False
18,2016-01-19,53.76,False
19,2016-01-20,55.68,False
20,2016-01-21,54.4,False
21,2016-01-22,55.68,False
22,2016-01-23,60.160000000000004,False
23,2016-01-24,58.88,False
24,2016-01-25,51.84,False
25,2016-01-26,53.120000000000005,False
26,2016-01-27,55.04,False
27,2016-01-28,55.68,False
28,2016-01-29,55.68,False
29,2016-01-30,58.88,False
30,2016-01-31,59.52,False
0,2016-02-01,51.85,False
1,2016-02-02,52.46,False
2,2016-02-03,51.24,False
3,2016-02-04,52.46,False
4,2016-02-05,54.29,False
5,2016-02-06,61.0,False
6,2016-02-07,59.78,False
7,2016-02-08,51.85,False
8,2016-02-09,52.46,False
9,2016-02-10,51.85,False
10,2016-02-11,52.46,False
11,2016-02-12,53.68,False
12,2016-02-13,59.78,False
13,2016-02-14,57.949999999999996,False
14,2016-02-15,51.24,False
15,2016-02-16,51.24,False
16,2016-02-17,50.629999999999995,False
17,2016-02-18,51.24,False
18,2016-02-19,51.85,False
19,2016-02-20,61.0,False
20,2016-02-21,61.0,False
21,2016-02-22,50.629999999999995,False
22,2016-02-23,49.41,False
23,2016-02-24,50.629999999999995,False
24,2016-02-25,51.24,False
25,2016-02-26,51.24,False
26,2016-02-27,59.78,False
27,2016-02-28,59.17,False
28,2016-02-29,49.41,False
0,2016-03-01,44.66,False
1,2016-03-02,46.4,False
2,2016-03-03,48.72,False
3,2016-03-04,49.3,False
4,2016-03-05,53.36,False
5,2016-03-06,53.94,False
6,2016-03-07,46.4,False
7,2016-03-08,46.4,False
8,2016-03-09,47.559999999999995,False
9,2016-03-10,48.13999999999999,False
10,2016-03-11,49.879999999999995,False
11,2016-03-12,57.99999999999999,False
12,2016-03-13,55.67999999999999,False
13,2016-03-14,48.13999999999999,False
14,2016-03-15,46.98,False
15,2016-03-16,47.559999999999995,False
16,2016-03-17,49.3,False
17,2016-03-18,49.3,False
18,2016-03-19,53.94,False
19,2016-03-20,53.94,False
20,2016-03-21,49.879999999999995,False
21,2016-03-22,48.72,False
22,2016-03-23,48.13999999999999,False
23,2016-03-24,48.72,False
24,2016-03-25,52.199999999999996,False
25,2016-03-26,54.519999999999996,False
26,2016-03-27,55.67999999999999,False
27,2016-03-28,49.3,False
28,2016-03-29,48.13999999999999,False
29,2016-03-30,46.98,False
30,2016-03-31,47.559999999999995,False
0,2016-04-01,51.33,False
1,2016-04-02,59.0,False
2,2016-04-03,56.64,False
3,2016-04-04,54.87,False
4,2016-04-05,50.15,False
5,2016-04-06,51.33,False
6,2016-04-07,50.739999999999995,False
7,2016-04-08,54.87,False
8,2016-04-09,59.0,False
9,2016-04-10,57.23,False
10,2016-04-11,51.919999999999995,False
11,2016-04-12,49.559999999999995,False
12,2016-04-13,50.739999999999995,False
13,2016-04-14,51.919999999999995,False
14,2016-04-15,51.919999999999995,False
15,2016-04-16,56.64,False
16,2016-04-17,56.64,False
17,2016-04-18,48.97,False
18,2016-04-19,48.97,False
19,2016-04-20,50.15,False
20,2016-04-21,51.33,False
21,2016-04-22,53.69,False
22,2016-04-23,57.82,False
23,2016-04-24,57.82,False
24,2016-04-25,50.739999999999995,False
25,2016-04-26,50.739999999999995,False
26,2016-04-27,50.739999999999995,False
27,2016-04-28,51.33,False
28,2016-04-29,52.51,False
29,2016-04-30,57.23,False
0,2016-05-01,56.12,False
1,2016-05-02,48.8,False
2,2016-05-03,47.58,False
3,2016-05-04,48.19,False
4,2016-05-05,48.8,False
5,2016-05-06,50.629999999999995,False
6,2016-05-07,54.29,False
7,2016-05-08,61.0,False
8,2016-05-09,49.41,False
9,2016-05-10,46.97,False
10,2016-05-11,46.97,False
11,2016-05-12,48.19,False
12,2016-05-13,52.46,False
13,2016-05-14,59.17,False
14,2016-05-15,59.78,False
15,2016-05-16,50.019999999999996,False
16,2016-05-17,49.41,False
17,2016-05-18,50.019999999999996,False
18,2016-05-19,47.58,False
19,2016-05-20,50.019999999999996,False
20,2016-05-21,56.12,False
21,2016-05-22,53.07,False
22,2016-05-23,46.97,False
23,2016-05-24,48.19,False
24,2016-05-25,48.8,False
25,2016-05-26,49.41,False
26,2016-05-27,51.85,False
27,2016-05-28,58.56,False
28,2016-05-29,55.51,False
29,2016-05-30,49.41,False
30,2016-05-31,52.46,False
0,2016-06-01,55.440000000000005,False
1,2016-06-02,54.78,False
2,2016-06-03,56.760000000000005,False
3,2016-06-04,64.68,False
4,2016-06-05,66.0,False
5,2016-06-06,54.120000000000005,False
6,2016-06-07,52.800000000000004,False
7,2016-06-08,51.480000000000004,False
8,2016-06-09,51.480000000000004,False
9,2016-06-10,55.440000000000005,False
10,2016-06-11,62.7,False
11,2016-06-12,62.040000000000006,False
12,2016-06-13,53.46,False
13,2016-06-14,52.14,False
14,2016-06-15,52.14,False
15,2016-06-16,51.480000000000004,False
16,2016-06-17,54.78,False
17,2016-06-18,63.36,False
18,2016-06-19,64.02,False
19,2016-06-20,52.14,False
20,2016-06-21,54.120000000000005,False
21,2016-06-22,54.120000000000005,False
22,2016-06-23,56.760000000000005,False
23,2016-06-24,56.1,False
24,2016-06-25,65.34,False
25,2016-06-26,64.68,False
26,2016-06-27,53.46,False
27,2016-06-28,56.1,False
28,2016-06-29,56.1,False
29,2016-06-30,56.760000000000005,False
0,2016-07-01,53.959999999999994,False
1,2016-07-02,61.059999999999995,False
2,2016-07-03,63.19,False
3,2016-07-04,53.25,False
4,2016-07-05,52.54,False
5,2016-07-06,56.089999999999996,False
6,2016-07-07,56.8,False
7,2016-07-08,58.93,False
8,2016-07-09,71.0,False
9,2016-07-10,69.58,False
10,2016-07-11,56.8,False
11,2016-07-12,54.669999999999995,False
12,2016-07-13,56.8,False
13,2016-07-14,55.379999999999995,False
14,2016-07-15,58.93,False
15,2016-07-16,66.74,False
16,2016-07-17,68.86999999999999,False
17,2016-07-18,54.669999999999995,False
18,2016-07-19,56.8,False
19,2016-07-20,56.8,False
20,2016-07-21,57.51,False
21,2016-07-22,58.22,False
22,2016-07-23,66.74,False
23,2016-07-24,67.45,False
24,2016-07-25,53.959999999999994,False
25,2016-07-26,56.089999999999996,False
26,2016-07-27,54.669999999999995,False
27,2016-07-28,55.379999999999995,False
28,2016-07-29,57.51,False
29,2016-07-30,66.74,False
30,2016-07-31,66.03,False
0,2016-08-01,53.040000000000006,False
1,2016-08-02,52.36000000000001,False
2,2016-08-03,54.400000000000006,False
3,2016-08-04,54.400000000000006,False
4,2016-08-05,56.440000000000005,False
5,2016-08-06,61.2,False
6,2016-08-07,63.24,False
7,2016-08-08,53.720000000000006,False
8,2016-08-09,53.040000000000006,False
9,2016-08-10,54.400000000000006,False
10,2016-08-11,53.040000000000006,False
11,2016-08-12,57.800000000000004,False
12,2016-08-13,63.92,False
13,2016-08-14,61.88,False
14,2016-08-15,56.440000000000005,False
15,2016-08-16,52.36000000000001,False
16,2016-08-17,51.00000000000001,False
17,2016-08-18,53.040000000000006,False
18,2016-08-19,56.440000000000005,False
19,2016-08-20,68.0,False
20,2016-08-21,64.60000000000001,False
21,2016-08-22,52.36000000000001,False
22,2016-08-23,53.720000000000006,False
23,2016-08-24,53.720000000000006,False
24,2016-08-25,51.68000000000001,False
25,2016-08-26,55.760000000000005,False
26,2016-08-27,62.56,False
27,2016-08-28,62.56,False
28,2016-08-29,52.36000000000001,False
29,2016-08-30,53.720000000000006,False
30,2016-08-31,51.68000000000001,False
0,2016-09-01,56.28,False
1,2016-09-02,57.620000000000005,False
2,2016-09-03,65.66000000000001,False
3,2016-09-04,67.0,False
4,2016-09-05,56.28,False
5,2016-09-06,56.95,False
6,2016-09-07,54.940000000000005,False
7,2016-09-08,55.61000000000001,False
8,2016-09-09,56.95,False
9,2016-09-10,64.99000000000001,False
10,2016-09-11,67.0,False
11,2016-09-12,56.28,False
12,2016-09-13,55.61000000000001,False
13,2016-09-14,54.27,False
14,2016-09-15,55.61000000000001,False
15,2016-09-16,58.96,False
16,2016-09-17,66.33,False
17,2016-09-18,63.650000000000006,False
18,2016-09-19,52.93,False
19,2016-09-20,52.93,False
20,2016-09-21,54.940000000000005,False
21,2016-09-22,54.940000000000005,False
22,2016-09-23,56.28,False
23,2016-09-24,63.650000000000006,False
24,2016-09-25,61.64,False
