date,KO stock,isPartial
2014-01-01,12,False
2014-01-02,100,False
2014-01-03,70,False
2014-01-04,11,False
2014-01-05,0,False
2014-01-06,19,False
2014-01-07,76,False
2014-01-08,9,False
2014-01-09,38,False
2014-01-10,59,False
2014-01-11,22,False
2014-01-12,32,False
2014-01-13,46,False
2014-01-14,65,False
2014-01-15,9,False
2014-01-16,9,False
2014-01-17,68,False
2014-01-18,11,False
2014-01-19,0,False
2014-01-20,9,False
2014-01-21,92,False
2014-01-22,73,False
2014-01-23,56,False
2014-01-24,29,False
2014-01-25,54,False
2014-01-26,11,False
2014-01-27,64,False
2014-01-28,63,False
2014-01-29,55,False
2014-01-30,74,False
2014-01-31,29,False
