date,FB stock,isPartial
2017-01-01,15,False
2017-01-02,24,False
2017-01-03,64,False
2017-01-04,84,False
2017-01-05,73,False
2017-01-06,94,False
2017-01-07,27,False
2017-01-08,13,False
2017-01-09,72,False
2017-01-10,88,False
2017-01-11,81,False
2017-01-12,73,False
2017-01-13,100,False
2017-01-14,25,False
2017-01-15,19,False
2017-01-16,25,False
2017-01-17,65,False
2017-01-18,87,False
2017-01-19,70,False
2017-01-20,75,False
2017-01-21,18,False
2017-01-22,14,False
2017-01-23,66,False
2017-01-24,76,False
2017-01-25,88,False
2017-01-26,96,False
2017-01-27,93,False
2017-01-28,27,False
2017-01-29,19,False
2017-01-30,90,False
2017-01-31,100,False
