date,GOOG stock,isPartial
2013-06-01,31,False
2013-06-02,36,False
2013-06-03,59,False
2013-06-04,72,False
2013-06-05,60,False
2013-06-06,52,False
2013-06-07,31,False
2013-06-08,47,False
2013-06-09,10,False
2013-06-10,63,False
2013-06-11,91,False
2013-06-12,76,False
2013-06-13,60,False
2013-06-14,50,False
2013-06-15,11,False
2013-06-16,31,False
2013-06-17,51,False
2013-06-18,68,False
2013-06-19,99,False
2013-06-20,100,False
2013-06-21,46,False
2013-06-22,48,False
2013-06-23,10,False
2013-06-24,21,False
2013-06-25,43,False
2013-06-26,22,False
2013-06-27,52,False
2013-06-28,41,False
2013-06-29,27,False
2013-06-30,11,False
