date,ATVI stock,isPartial
2016-07-01,29,False
2016-07-02,25,False
2016-07-03,17,False
2016-07-04,15,False
2016-07-05,22,False
2016-07-06,58,False
2016-07-07,52,False
2016-07-08,46,False
2016-07-09,34,False
2016-07-10,16,False
2016-07-11,50,False
2016-07-12,57,False
2016-07-13,43,False
2016-07-14,35,False
2016-07-15,44,False
2016-07-16,25,False
2016-07-17,51,False
2016-07-18,43,False
2016-07-19,65,False
2016-07-20,44,False
2016-07-21,58,False
2016-07-22,37,False
2016-07-23,17,False
2016-07-24,17,False
2016-07-25,43,False
2016-07-26,100,False
2016-07-27,50,False
2016-07-28,58,False
2016-07-29,37,False
2016-07-30,17,False
2016-07-31,17,False
