date,ODP stock,isPartial
2018-05-01,28,False
2018-05-02,26,False
2018-05-03,80,False
2018-05-04,35,False
2018-05-05,0,False
2018-05-06,15,False
2018-05-07,0,False
2018-05-08,20,False
2018-05-09,100,False
2018-05-10,27,False
2018-05-11,42,False
2018-05-12,0,False
2018-05-13,15,False
2018-05-14,27,False
2018-05-15,26,False
2018-05-16,46,False
2018-05-17,27,False
2018-05-18,14,False
2018-05-19,31,False
2018-05-20,16,False
2018-05-21,27,False
2018-05-22,53,False
2018-05-23,47,False
2018-05-24,41,False
2018-05-25,28,False
2018-05-26,0,False
2018-05-27,0,False
2018-05-28,0,False
2018-05-29,20,False
2018-05-30,40,False
2018-05-31,14,False
