date,SBUX stock,isPartial
2017-05-01,68,False
2017-05-02,62,False
2017-05-03,46,False
2017-05-04,46,False
2017-05-05,45,False
2017-05-06,23,False
2017-05-07,15,False
2017-05-08,56,False
2017-05-09,65,False
2017-05-10,26,False
2017-05-11,67,False
2017-05-12,66,False
2017-05-13,12,False
2017-05-14,8,False
2017-05-15,62,False
2017-05-16,46,False
2017-05-17,67,False
2017-05-18,95,False
2017-05-19,100,False
2017-05-20,21,False
2017-05-21,33,False
2017-05-22,46,False
2017-05-23,55,False
2017-05-24,50,False
2017-05-25,22,False
2017-05-26,72,False
2017-05-27,17,False
2017-05-28,0,False
2017-05-29,15,False
2017-05-30,49,False
2017-05-31,65,False
