date,MSFT stock,isPartial
2012-07-01,14,False
2012-07-02,19,False
2012-07-03,58,False
2012-07-04,12,False
2012-07-05,42,False
2012-07-06,33,False
2012-07-07,15,False
2012-07-08,15,False
2012-07-09,51,False
2012-07-10,46,False
2012-07-11,39,False
2012-07-12,48,False
2012-07-13,33,False
2012-07-14,15,False
2012-07-15,15,False
2012-07-16,51,False
2012-07-17,27,False
2012-07-18,35,False
2012-07-19,72,False
2012-07-20,100,False
2012-07-21,35,False
2012-07-22,15,False
2012-07-23,39,False
2012-07-24,30,False
2012-07-25,64,False
2012-07-26,24,False
2012-07-27,37,False
2012-07-28,15,False
2012-07-29,22,False
2012-07-30,43,False
2012-07-31,27,False
