date,FB stock,isPartial
2017-09-01,63,False
2017-09-02,22,False
2017-09-03,10,False
2017-09-04,18,False
2017-09-05,56,False
2017-09-06,59,False
2017-09-07,76,False
2017-09-08,60,False
2017-09-09,14,False
2017-09-10,10,False
2017-09-11,65,False
2017-09-12,77,False
2017-09-13,63,False
2017-09-14,65,False
2017-09-15,73,False
2017-09-16,26,False
2017-09-17,12,False
2017-09-18,63,False
2017-09-19,82,False
2017-09-20,68,False
2017-09-21,78,False
2017-09-22,66,False
2017-09-23,16,False
2017-09-24,15,False
2017-09-25,89,False
2017-09-26,100,False
2017-09-27,89,False
2017-09-28,92,False
2017-09-29,85,False
2017-09-30,20,False
