date,SYMC stock,isPartial
2016-03-01,18,False
2016-03-02,65,False
2016-03-03,43,False
2016-03-04,100,False
2016-03-05,31,False
2016-03-06,20,False
2016-03-07,48,False
2016-03-08,63,False
2016-03-09,73,False
2016-03-10,37,False
2016-03-11,63,False
2016-03-12,32,False
2016-03-13,21,False
2016-03-14,24,False
2016-03-15,36,False
2016-03-16,54,False
2016-03-17,37,False
2016-03-18,19,False
2016-03-19,21,False
2016-03-20,21,False
2016-03-21,31,False
2016-03-22,31,False
2016-03-23,44,False
2016-03-24,26,False
2016-03-25,0,False
2016-03-26,33,False
2016-03-27,44,False
2016-03-28,25,False
2016-03-29,18,False
2016-03-30,28,False
2016-03-31,46,False
