date,GS stock,isPartial
2015-07-01,19,False
2015-07-02,39,False
2015-07-03,62,False
2015-07-04,23,False
2015-07-05,47,False
2015-07-06,19,False
2015-07-07,19,False
2015-07-08,19,False
2015-07-09,39,False
2015-07-10,100,False
2015-07-11,47,False
2015-07-12,23,False
2015-07-13,19,False
2015-07-14,39,False
2015-07-15,48,False
2015-07-16,79,False
2015-07-17,62,False
2015-07-18,0,False
2015-07-19,25,False
2015-07-20,40,False
2015-07-21,19,False
2015-07-22,39,False
2015-07-23,39,False
2015-07-24,40,False
2015-07-25,46,False
2015-07-26,23,False
2015-07-27,38,False
2015-07-28,38,False
2015-07-29,29,False
2015-07-30,0,False
2015-07-31,30,False
