date,GOOG stock,isPartial
2012-12-01,40,False
2012-12-02,22,False
2012-12-03,84,False
2012-12-04,42,False
2012-12-05,76,False
2012-12-06,34,False
2012-12-07,100,False
2012-12-08,46,False
2012-12-09,22,False
2012-12-10,23,False
2012-12-11,94,False
2012-12-12,48,False
2012-12-13,77,False
2012-12-14,90,False
2012-12-15,34,False
2012-12-16,28,False
2012-12-17,81,False
2012-12-18,91,False
2012-12-19,68,False
2012-12-20,54,False
2012-12-21,31,False
2012-12-22,24,False
2012-12-23,24,False
2012-12-24,42,False
2012-12-25,26,False
2012-12-26,32,False
2012-12-27,41,False
2012-12-28,47,False
2012-12-29,17,False
2012-12-30,23,False
2012-12-31,47,False
