date,MSFT stock,isPartial
2017-02-01,79,False
2017-02-02,100,False
2017-02-03,95,False
2017-02-04,41,False
2017-02-05,15,False
2017-02-06,78,False
2017-02-07,68,False
2017-02-08,73,False
2017-02-09,74,False
2017-02-10,81,False
2017-02-11,39,False
2017-02-12,13,False
2017-02-13,85,False
2017-02-14,90,False
2017-02-15,58,False
2017-02-16,98,False
2017-02-17,80,False
2017-02-18,29,False
2017-02-19,14,False
2017-02-20,26,False
2017-02-21,62,False
2017-02-22,74,False
2017-02-23,85,False
2017-02-24,79,False
2017-02-25,20,False
2017-02-26,24,False
2017-02-27,67,False
2017-02-28,64,False
