date,MSFT stock,isPartial
2012-01-01,0,False
2012-01-02,39,False
2012-01-03,55,False
2012-01-04,73,False
2012-01-05,56,False
2012-01-06,57,False
2012-01-07,54,False
2012-01-08,21,False
2012-01-09,80,False
2012-01-10,53,False
2012-01-11,88,False
2012-01-12,27,False
2012-01-13,46,False
2012-01-14,21,False
2012-01-15,21,False
2012-01-16,52,False
2012-01-17,44,False
2012-01-18,52,False
2012-01-19,79,False
2012-01-20,100,False
2012-01-21,0,False
2012-01-22,21,False
2012-01-23,35,False
2012-01-24,78,False
2012-01-25,88,False
2012-01-26,35,False
2012-01-27,63,False
2012-01-28,63,False
2012-01-29,21,False
2012-01-30,43,False
2012-01-31,60,False
