date,SBUX stock,isPartial
2015-08-01,19,False
2015-08-02,13,False
2015-08-03,48,False
2015-08-04,37,False
2015-08-05,44,False
2015-08-06,65,False
2015-08-07,59,False
2015-08-08,13,False
2015-08-09,13,False
2015-08-10,40,False
2015-08-11,43,False
2015-08-12,64,False
2015-08-13,46,False
2015-08-14,50,False
2015-08-15,16,False
2015-08-16,6,False
2015-08-17,34,False
2015-08-18,45,False
2015-08-19,19,False
2015-08-20,35,False
2015-08-21,68,False
2015-08-22,25,False
2015-08-23,6,False
2015-08-24,100,False
2015-08-25,61,False
2015-08-26,86,False
2015-08-27,63,False
2015-08-28,41,False
2015-08-29,19,False
2015-08-30,6,False
2015-08-31,26,False
