date,CTSH stock,isPartial
2018-03-01,82,False
2018-03-02,35,False
2018-03-03,13,False
2018-03-04,25,False
2018-03-05,38,False
2018-03-06,55,False
2018-03-07,56,False
2018-03-08,50,False
2018-03-09,70,False
2018-03-10,25,False
2018-03-11,13,False
2018-03-12,44,False
2018-03-13,39,False
2018-03-14,49,False
2018-03-15,100,False
2018-03-16,86,False
2018-03-17,38,False
2018-03-18,25,False
2018-03-19,45,False
2018-03-20,44,False
2018-03-21,55,False
2018-03-22,56,False
2018-03-23,17,False
2018-03-24,26,False
2018-03-25,13,False
2018-03-26,61,False
2018-03-27,73,False
2018-03-28,57,False
2018-03-29,71,False
2018-03-30,38,False
2018-03-31,13,False
