date,NFLX stock,isPartial
2017-03-01,100,False
2017-03-02,75,False
2017-03-03,82,False
2017-03-04,13,False
2017-03-05,10,False
2017-03-06,88,False
2017-03-07,76,False
2017-03-08,74,False
2017-03-09,59,False
2017-03-10,54,False
2017-03-11,16,False
2017-03-12,19,False
2017-03-13,50,False
2017-03-14,60,False
2017-03-15,92,False
2017-03-16,76,False
2017-03-17,67,False
2017-03-18,7,False
2017-03-19,10,False
2017-03-20,72,False
2017-03-21,83,False
2017-03-22,80,False
2017-03-23,64,False
2017-03-24,51,False
2017-03-25,20,False
2017-03-26,13,False
2017-03-27,77,False
2017-03-28,52,False
2017-03-29,78,False
2017-03-30,98,False
2017-03-31,78,False
