date,GS stock,isPartial
2016-12-01,97,False
2016-12-02,60,False
2016-12-03,15,False
2016-12-04,6,False
2016-12-05,47,False
2016-12-06,58,False
2016-12-07,77,False
2016-12-08,100,False
2016-12-09,92,False
2016-12-10,19,False
2016-12-11,18,False
2016-12-12,64,False
2016-12-13,64,False
2016-12-14,68,False
2016-12-15,81,False
2016-12-16,47,False
2016-12-17,23,False
2016-12-18,6,False
2016-12-19,45,False
2016-12-20,40,False
2016-12-21,32,False
2016-12-22,53,False
2016-12-23,46,False
2016-12-24,7,False
2016-12-25,7,False
2016-12-26,12,False
2016-12-27,52,False
2016-12-28,29,False
2016-12-29,44,False
2016-12-30,43,False
2016-12-31,10,False
