date,MU stock,isPartial
2012-01-01,0,False
2012-01-02,0,False
2012-01-03,27,False
2012-01-04,40,False
2012-01-05,40,False
2012-01-06,0,False
2012-01-07,32,False
2012-01-08,31,False
2012-01-09,0,False
2012-01-10,38,False
2012-01-11,51,False
2012-01-12,0,False
2012-01-13,27,False
2012-01-14,0,False
2012-01-15,0,False
2012-01-16,25,False
2012-01-17,26,False
2012-01-18,25,False
2012-01-19,26,False
2012-01-20,53,False
2012-01-21,0,False
2012-01-22,30,False
2012-01-23,25,False
2012-01-24,0,False
2012-01-25,26,False
2012-01-26,52,False
2012-01-27,40,False
2012-01-28,0,False
2012-01-29,30,False
2012-01-30,25,False
2012-01-31,100,False
