date,MAT stock,isPartial
2014-04-01,92,False
2014-04-02,47,False
2014-04-03,47,False
2014-04-04,65,False
2014-04-05,49,False
2014-04-06,36,False
2014-04-07,46,False
2014-04-08,51,False
2014-04-09,93,False
2014-04-10,32,False
2014-04-11,66,False
2014-04-12,38,False
2014-04-13,37,False
2014-04-14,62,False
2014-04-15,63,False
2014-04-16,64,False
2014-04-17,100,False
2014-04-18,36,False
2014-04-19,39,False
2014-04-20,0,False
2014-04-21,0,False
2014-04-22,31,False
2014-04-23,31,False
2014-04-24,95,False
2014-04-25,33,False
2014-04-26,0,False
2014-04-27,36,False
2014-04-28,31,False
2014-04-29,0,False
2014-04-30,32,False
