date,ODP stock,isPartial
2017-01-01,0,False
2017-01-02,0,False
2017-01-03,35,False
2017-01-04,35,False
2017-01-05,71,False
2017-01-06,37,False
2017-01-07,0,False
2017-01-08,0,False
2017-01-09,34,False
2017-01-10,68,False
2017-01-11,34,False
2017-01-12,34,False
2017-01-13,59,False
2017-01-14,0,False
2017-01-15,39,False
2017-01-16,0,False
2017-01-17,34,False
2017-01-18,50,False
2017-01-19,34,False
2017-01-20,0,False
2017-01-21,39,False
2017-01-22,0,False
2017-01-23,100,False
2017-01-24,34,False
2017-01-25,34,False
2017-01-26,67,False
2017-01-27,53,False
2017-01-28,39,False
2017-01-29,77,False
2017-01-30,0,False
2017-01-31,50,False
