date,PEP stock,isPartial
2018-08-01,36,False
2018-08-02,43,False
2018-08-03,50,False
2018-08-04,9,False
2018-08-05,9,False
2018-08-06,100,False
2018-08-07,47,False
2018-08-08,47,False
2018-08-09,28,False
2018-08-10,37,False
2018-08-11,14,False
2018-08-12,18,False
2018-08-13,36,False
2018-08-14,36,False
2018-08-15,37,False
2018-08-16,49,False
2018-08-17,29,False
2018-08-18,14,False
2018-08-19,14,False
2018-08-20,75,False
2018-08-21,33,False
2018-08-22,37,False
2018-08-23,29,False
2018-08-24,25,False
2018-08-25,19,False
2018-08-26,14,False
2018-08-27,36,False
2018-08-28,32,False
2018-08-29,43,False
2018-08-30,36,False
2018-08-31,16,False
