date,HD stock,isPartial
2016-01-01,52,False
2016-01-02,59,False
2016-01-03,65,False
2016-01-04,63,False
2016-01-05,92,False
2016-01-06,99,False
2016-01-07,88,False
2016-01-08,71,False
2016-01-09,61,False
2016-01-10,66,False
2016-01-11,40,False
2016-01-12,95,False
2016-01-13,95,False
2016-01-14,71,False
2016-01-15,100,False
2016-01-16,68,False
2016-01-17,49,False
2016-01-18,50,False
2016-01-19,89,False
2016-01-20,78,False
2016-01-21,91,False
2016-01-22,84,False
2016-01-23,67,False
2016-01-24,56,False
2016-01-25,56,False
2016-01-26,62,False
2016-01-27,65,False
2016-01-28,78,False
2016-01-29,94,False
2016-01-30,61,False
2016-01-31,56,False
