date,GS stock,isPartial
2014-08-01,60,False
2014-08-02,34,False
2014-08-03,69,False
2014-08-04,42,False
2014-08-05,28,False
2014-08-06,100,False
2014-08-07,62,False
2014-08-08,0,False
2014-08-09,0,False
2014-08-10,34,False
2014-08-11,42,False
2014-08-12,28,False
2014-08-13,0,False
2014-08-14,43,False
2014-08-15,46,False
2014-08-16,34,False
2014-08-17,34,False
2014-08-18,57,False
2014-08-19,28,False
2014-08-20,28,False
2014-08-21,70,False
2014-08-22,0,False
2014-08-23,33,False
2014-08-24,66,False
2014-08-25,96,False
2014-08-26,82,False
2014-08-27,0,False
2014-08-28,28,False
2014-08-29,29,False
2014-08-30,0,False
2014-08-31,0,False
