date,NVDA stock,isPartial
2017-05-01,24,False
2017-05-02,39,False
2017-05-03,24,False
2017-05-04,21,False
2017-05-05,25,False
2017-05-06,4,False
2017-05-07,3,False
2017-05-08,19,False
2017-05-09,69,False
2017-05-10,100,False
2017-05-11,84,False
2017-05-12,53,False
2017-05-13,17,False
2017-05-14,4,False
2017-05-15,50,False
2017-05-16,64,False
2017-05-17,63,False
2017-05-18,56,False
2017-05-19,46,False
2017-05-20,10,False
2017-05-21,10,False
2017-05-22,44,False
2017-05-23,49,False
2017-05-24,45,False
2017-05-25,44,False
2017-05-26,41,False
2017-05-27,19,False
2017-05-28,6,False
2017-05-29,8,False
2017-05-30,56,False
2017-05-31,47,False
