date,MCD stock,isPartial
2013-09-01,0,False
2013-09-02,32,False
2013-09-03,34,False
2013-09-04,41,False
2013-09-05,70,False
2013-09-06,51,False
2013-09-07,33,False
2013-09-08,32,False
2013-09-09,27,False
2013-09-10,100,False
2013-09-11,47,False
2013-09-12,34,False
2013-09-13,28,False
2013-09-14,48,False
2013-09-15,24,False
2013-09-16,40,False
2013-09-17,53,False
2013-09-18,81,False
2013-09-19,55,False
2013-09-20,29,False
2013-09-21,24,False
2013-09-22,24,False
2013-09-23,34,False
2013-09-24,54,False
2013-09-25,41,False
2013-09-26,41,False
2013-09-27,64,False
2013-09-28,37,False
2013-09-29,24,False
2013-09-30,26,False
