date,MSFT stock,isPartial
2016-08-01,65,False
2016-08-02,62,False
2016-08-03,73,False
2016-08-04,76,False
2016-08-05,100,False
2016-08-06,28,False
2016-08-07,24,False
2016-08-08,82,False
2016-08-09,51,False
2016-08-10,75,False
2016-08-11,59,False
2016-08-12,57,False
2016-08-13,34,False
2016-08-14,9,False
2016-08-15,77,False
2016-08-16,64,False
2016-08-17,69,False
2016-08-18,67,False
2016-08-19,69,False
2016-08-20,43,False
2016-08-21,27,False
2016-08-22,63,False
2016-08-23,66,False
2016-08-24,92,False
2016-08-25,78,False
2016-08-26,76,False
2016-08-27,17,False
2016-08-28,29,False
2016-08-29,56,False
2016-08-30,81,False
2016-08-31,69,False
